id,risk_score,gender,num_public_record_items,age_most_rec_pub_record,collection_items,bankruptcy_prior,bankrupt_other_hh_member,inq_past_12mos,age_of_most_recent_inq,inq_fin_last_6mos,inq_promo,inq_bank_promo,age_of_oldest_trade,tot_accts_open_last_24m,tot_accts_on_file,tot_open_accts_on_file,tot_bal_open_accts,income,num_past_due_accts,amt_past_due_balances,worst_credit_rating,current_accts_total,current_accts_30day,current_accts_60day,current_accts_90day,current_accts_bad_debt,tot_accts_paid_satis,tot_accts_30days_ever,tot_accts_60days_ever,tot_accts_90days_ever,tot_accts_bad_debt_ever,tot_accts_paid_satis_24m,tot_accts_30d_pd_in_24m,tot_accts_60d_pd_in_24m,tot_accts_90d_pd_in_24m,tot_accts_bad_debt_24m,tot_open_accts_bal_gt_0,avg_mos_accts_open,marital_status,LOAN_DEFAULT,GEO_REGION
153,660,F,6,9,6,0,0,10,1,4,1,0,74,4,7,4,22774,24229,0,0,1,7,0,0,0,0,6,1,0,0,0,5,1,0,0,0,2,32,W,0,Midwest
154,386,M,9,8,6,1,0,1,4,5,0,0,63,1,5,2,24559,27305,3,6088,6,1,1,0,0,2,1,1,0,0,2,0,1,0,0,2,2,44,D,0,South
155,973,M,0,0,0,0,0,5,1,1,4,3,213,4,29,12,45737,92411,0,0,1,26,0,0,0,0,20,6,0,0,0,16,0,0,0,0,8,98,M,0,Midwest
156,650,M,0,0,0,0,0,0,14,0,2,1,60,0,4,0,0,0,2,1213,6,1,0,0,0,2,1,0,0,0,2,1,0,0,0,2,0,50,W,0,West
157,636,M,3,57,1,1,0,0,0,0,1,0,203,0,8,3,11287,14845,3,2801,6,2,0,0,1,5,2,0,0,1,5,1,0,0,1,2,3,82,W,0,West
158,971,F,0,0,0,0,0,0,0,0,4,2,281,1,10,3,80,,0,0,1,7,0,0,0,0,7,0,0,0,0,5,0,0,0,0,3,133,M,0,West
159,963,M,0,0,0,0,0,0,0,0,1,0,415,2,10,5,4306,13000,0,0,1,9,0,0,0,0,9,0,0,0,0,4,0,0,0,0,3,130,M,0,East
160,876,M,0,0,0,0,0,3,0,1,5,2,59,5,16,13,31292,40054,0,0,1,9,0,0,0,0,9,0,0,0,0,8,0,0,0,0,10,33,S,0,South
161,803,F,1,43,0,1,0,0,15,0,3,3,123,1,2,2,16435,29876,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,63,S,0,East
162,844,M,1,40,1,0,0,0,0,0,2,0,37,5,6,4,4897,5487,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,17,S,0,East
163,949,M,0,0,0,0,0,2,1,2,3,1,130,4,17,5,12302,25000,0,0,1,17,0,0,0,0,17,0,0,0,0,12,0,0,0,0,3,70,M,0,Midwest
164,943,F,0,0,0,0,0,0,23,0,0,0,112,1,10,8,10969,23203,0,0,1,9,0,0,0,0,8,0,1,0,0,8,0,0,0,0,4,69,M,0,Midwest
165,835,F,0,0,0,0,0,1,3,0,2,0,102,2,13,8,65597,70180,0,0,1,10,0,0,0,0,9,0,1,0,0,6,0,1,0,0,6,57,S,0,Midwest
166,954,M,0,0,0,0,0,1,1,0,0,0,101,0,1,1,810,8300,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,101,M,0,West
167,853,M,0,0,0,0,0,0,0,0,1,0,46,3,5,4,5055,7625,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,25,S,0,West
168,790,M,0,0,0,0,0,4,4,7,0,0,93,0,6,4,10796,14750,0,0,1,6,0,0,0,0,2,2,0,2,0,3,0,0,2,0,4,57,W,0,South
169,737,F,0,0,0,0,0,1,5,0,4,1,11,4,4,4,3025,3525,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,8,W,0,Midwest
170,810,F,0,0,0,0,0,0,21,0,4,0,23,6,7,5,10368,11650,0,0,1,4,0,0,0,0,3,0,0,1,0,3,0,0,1,0,4,16,S,0,Midwest
171,834,F,0,0,0,1,0,2,1,1,1,0,103,5,19,8,19637,20583,0,0,6,13,0,0,0,1,13,0,0,0,1,12,0,0,0,0,7,48,S,0,West
172,870,M,3,11,3,0,0,1,5,0,5,5,312,1,31,19,59675,69010,6,2537,6,21,4,1,1,2,16,7,2,2,2,13,7,3,1,2,16,101,S,0,Midwest
173,964,M,0,0,0,0,0,1,4,0,5,3,172,3,16,8,4457,64100,0,0,1,15,0,0,0,0,14,1,0,0,0,11,0,0,0,0,4,73,,0,West
174,546,M,4,1,3,0,0,0,0,0,1,0,16,1,2,0,0,0,1,20,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,16,D,0,East
175,954,M,0,0,0,0,0,0,0,0,2,0,253,0,6,4,10374,28935,0,0,1,6,0,0,0,0,5,1,0,0,0,4,0,0,0,0,2,93,M,0,South
176,958,M,0,0,0,0,0,0,0,0,11,4,119,2,14,7,0,13351,0,0,1,13,0,0,0,0,12,1,0,0,0,8,0,0,0,0,0,54,M,0,South
177,585,M,1,9,1,0,0,0,19,0,2,2,34,1,4,4,7803,7884,0,0,1,3,0,0,0,0,0,2,1,0,0,0,2,1,0,0,4,28,D,0,Midwest
178,938,F,0,0,0,0,0,3,3,0,6,1,111,5,10,7,15590,44769,0,0,1,9,0,0,0,0,9,0,0,0,0,7,0,0,0,0,5,34,M,0,East
179,604,F,1,24,1,0,0,0,0,0,1,1,24,2,2,2,8986,,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,18,D,0,East
180,875,U,1,62,0,1,0,8,3,20,3,1,156,9,38,15,61149,89718,2,4525,6,23,0,1,0,12,19,4,1,0,12,16,2,0,0,10,13,83,S,0,South
181,927,M,0,0,0,0,0,2,5,0,3,1,59,6,7,6,762,18112,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2,20,M,0,South
182,708,M,0,0,0,0,0,0,0,0,8,3,235,1,20,10,48914,49496,7,2814,5,9,3,1,4,0,5,6,0,6,0,6,5,0,6,0,10,54,W,0,West
183,905,F,0,0,0,0,0,3,0,1,8,4,75,5,17,7,26435,42792,0,0,1,14,0,0,0,0,14,0,0,0,0,11,0,0,0,0,5,34,S,0,Midwest
184,578,F,2,6,1,0,0,1,2,5,2,1,95,8,22,10,24012,26985,1,659,6,11,0,0,0,2,3,1,2,5,2,1,2,1,2,2,9,49,D,0,South
185,751,M,1,44,1,0,0,1,2,0,1,0,35,2,3,3,767,1248,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,16,W,0,Midwest
186,926,F,0,0,0,0,0,1,2,0,5,1,92,5,16,8,1095,9148,0,0,1,11,0,0,0,0,11,0,0,0,0,10,0,0,0,0,3,36,M,0,East
187,599,M,15,1,11,1,0,1,3,1,0,0,104,2,25,2,383,1516,7,3108,6,5,0,0,2,16,3,0,0,4,16,0,0,0,1,8,1,56,,0,Midwest
188,882,F,0,0,0,0,0,0,0,0,3,1,47,3,8,6,12528,22480,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,27,S,0,West
189,696,M,6,1,6,0,0,0,7,0,0,0,89,1,11,1,13603,16898,0,0,2,8,1,0,0,0,5,4,0,0,0,2,1,0,0,0,1,60,W,0,Midwest
190,762,F,1,51,0,1,0,4,1,4,3,1,129,2,20,10,17456,19853,4,7085,6,6,0,0,1,10,6,0,0,1,10,5,0,0,0,4,6,67,W,0,South
191,841,M,1,48,0,1,0,4,1,5,1,1,118,4,11,5,8146,17600,1,7521,5,5,0,0,2,1,4,1,0,2,1,4,0,0,0,0,4,56,S,0,South
192,926,M,1,22,1,0,0,0,13,0,3,2,65,2,10,5,11944,31878,0,0,1,9,0,0,0,0,8,0,1,0,0,8,0,0,0,0,5,45,M,0,East
193,970,M,0,0,0,0,0,0,11,0,18,11,322,3,14,11,35656,69899,0,0,1,13,0,0,0,0,13,0,0,0,0,12,0,0,0,0,7,106,M,0,West
194,908,F,0,0,0,0,0,0,0,0,0,0,145,3,11,4,21447,35140,0,0,1,9,0,0,0,0,7,1,1,0,0,8,0,0,0,0,4,50,S,0,Midwest
195,614,M,1,54,0,1,0,2,4,0,1,0,114,0,4,2,2185,3489,2,6129,6,1,0,0,0,3,0,0,0,1,3,0,0,0,1,2,2,70,W,0,West
196,879,M,2,18,2,0,0,0,10,0,0,0,80,0,17,5,5680,16820,0,0,1,17,0,0,0,0,12,2,1,2,0,6,1,1,2,0,2,51,S,0,East
197,817,M,0,0,0,0,0,4,1,0,8,1,61,4,7,6,13026,21260,0,0,1,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,26,S,0,Midwest
198,965,F,0,0,0,0,0,0,0,0,6,3,243,5,11,9,4315,31799,0,0,1,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,5,102,M,0,West
199,603,M,2,3,1,1,0,3,6,3,1,0,143,3,20,2,5378,6043,2,1201,6,10,0,2,1,6,6,4,2,1,6,2,2,0,1,6,2,72,D,0,South
200,677,F,0,0,0,0,0,0,10,0,0,0,152,0,8,3,1351,2340,3,588,6,4,0,0,2,2,3,1,0,2,2,0,1,0,2,2,3,88,W,0,South
201,959,M,0,0,0,0,0,4,2,6,8,3,56,7,18,12,2308,18021,0,0,1,16,0,0,0,0,16,0,0,0,0,16,0,0,0,0,4,30,M,0,Midwest
202,986,F,0,0,0,0,0,0,0,0,5,0,421,3,20,12,5,10881,0,0,1,17,0,0,0,0,12,5,0,0,0,14,0,0,0,0,1,182,M,0,Midwest
203,525,F,12,2,12,0,0,0,7,1,0,0,29,1,2,1,2311,2299,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,22,D,0,East
204,967,M,0,0,0,0,0,1,1,0,4,2,290,2,17,9,14429,48258,0,0,1,13,0,0,0,0,13,0,0,0,0,10,0,0,0,0,3,126,M,0,West
205,536,F,1,13,0,0,0,0,18,0,4,1,12,2,2,2,10943,11151,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,8,D,0,West
206,771,M,0,0,0,0,0,0,0,0,2,1,35,1,4,3,3220,4620,0,0,1,4,0,0,0,0,3,0,0,1,0,3,0,0,1,0,3,26,W,0,East
207,974,M,0,0,0,0,0,2,6,1,9,1,134,10,37,13,25755,82351,0,0,1,31,0,0,0,0,31,0,0,0,0,23,0,0,0,0,6,51,M,1,East
208,817,M,0,0,0,0,0,1,2,0,0,0,40,0,1,1,0,182,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40,S,0,Midwest
209,475,F,3,2,1,1,0,1,5,0,1,1,82,2,20,6,7725,20544,4,8731,6,1,0,0,0,16,1,0,0,0,16,0,0,0,0,10,6,54,D,0,West
210,923,F,1,15,1,0,0,0,0,0,0,0,367,0,7,3,84,1657,1,83,6,5,0,0,0,1,4,1,0,0,1,3,0,0,0,1,1,192,M,0,Midwest
211,814,M,0,0,0,0,0,0,0,0,2,1,23,2,2,2,4441,6235,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,19,S,0,West
212,497,M,5,2,5,0,0,0,12,0,1,1,99,4,17,4,28642,31342,3,4697,6,9,0,0,1,3,5,1,0,2,5,1,1,0,2,4,4,48,D,0,East
213,985,U,0,0,0,0,0,1,6,0,10,4,136,4,31,11,1577,62763,0,0,1,28,0,0,0,0,26,1,1,0,0,20,0,0,0,0,3,57,M,0,West
214,981,F,1,26,1,0,0,0,0,0,3,0,264,0,20,11,114,37224,0,0,1,19,0,0,0,0,19,0,0,0,0,15,0,0,0,0,2,101,M,1,East
215,879,F,0,0,0,0,0,0,0,0,8,0,12,4,4,4,0,2500,0,0,1,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,S,0,East
216,979,F,0,0,0,0,0,1,3,0,6,4,364,4,28,8,4835,45138,0,0,1,24,0,0,0,0,23,0,1,0,0,12,0,1,0,0,5,95,M,0,West
217,903,F,0,0,0,0,0,2,0,1,1,0,24,7,7,5,343,5400,0,0,1,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,2,14,S,0,Midwest
218,851,M,3,21,0,0,0,0,0,0,4,1,50,4,7,7,11692,13394,0,0,1,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,24,S,0,East
219,957,M,1,31,0,0,0,0,9,1,15,4,199,5,23,10,22543,119041,0,0,1,22,0,0,0,0,21,1,0,0,0,13,1,0,0,0,7,57,M,0,Midwest
220,607,M,24,4,22,0,0,1,3,0,0,0,42,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,D,0,South
221,547,F,1,3,1,0,0,0,9,1,0,0,87,6,24,18,55932,52980,3,3117,6,6,2,0,1,1,4,1,2,2,1,3,1,2,1,1,17,50,D,0,South
222,983,M,0,0,0,0,0,0,0,0,3,2,428,6,20,12,26548,72153,0,0,1,18,0,0,0,0,17,1,0,0,0,16,1,0,0,0,6,134,M,0,West
223,805,F,0,0,0,0,0,0,16,0,5,4,36,6,13,7,4393,11530,0,0,2,11,1,0,0,0,6,5,0,1,0,6,5,0,1,0,4,27,S,0,East
224,320,F,35,1,34,0,0,3,2,2,1,0,15,2,2,2,1326,5796,2,1120,6,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,2,11,,0,Midwest
225,815,M,0,0,0,0,0,0,0,0,0,0,21,1,1,1,4718,9259,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21,S,0,East
226,682,F,2,3,2,0,0,0,7,2,6,4,110,6,27,11,4882,9574,1,213,6,22,2,0,0,1,13,4,6,1,1,11,4,6,0,1,8,37,W,0,Midwest
227,976,M,0,0,0,0,0,0,0,0,0,0,328,2,11,7,3922,39809,0,0,1,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,3,135,M,0,West
228,966,F,0,0,0,0,0,0,0,0,12,4,179,0,13,6,6639,52405,0,0,1,12,0,0,0,0,12,0,0,0,0,7,0,0,0,0,3,119,M,0,West
229,557,F,0,0,0,0,0,0,8,1,1,1,34,1,6,5,15160,16898,1,3561,6,2,0,0,0,1,1,0,1,0,1,1,0,1,0,1,5,28,D,0,South
230,554,F,0,0,0,0,0,0,17,0,1,0,43,0,1,1,753,746,1,753,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,43,D,0,East
231,953,M,0,0,0,0,0,4,0,5,13,5,252,9,27,10,61977,83759,0,0,1,24,0,0,0,0,24,0,0,0,0,18,0,0,0,0,7,69,M,1,West
232,725,U,1,16,1,0,0,2,1,0,5,3,44,4,19,11,23486,38537,5,1291,5,9,0,1,5,0,8,1,1,5,0,8,1,1,5,0,10,30,W,0,West
233,732,M,2,10,2,0,0,0,14,0,3,3,97,3,10,5,8170,11873,3,567,5,4,2,0,0,1,4,2,0,0,1,3,2,0,0,1,4,47,W,0,Midwest
234,320,F,4,3,2,1,0,0,10,3,2,2,46,2,5,4,11652,10558,4,942,6,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,4,29,D,0,South
235,527,F,15,1,15,0,0,0,0,0,1,0,111,0,7,1,266,400,0,0,2,5,1,0,0,0,2,2,1,1,0,2,2,1,0,0,1,54,D,0,East
236,425,M,0,0,0,0,0,2,2,1,2,0,33,4,5,2,778,778,2,223,6,2,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,15,D,1,West
237,908,M,0,0,0,0,0,0,13,0,3,2,47,3,7,5,18092,33157,0,0,1,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,29,S,0,West
238,736,F,1,12,1,0,0,0,12,2,5,0,34,1,2,2,7635,14140,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,26,W,0,South
239,764,F,0,0,0,0,0,2,3,0,2,1,23,3,3,3,11748,12165,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,10,W,0,South
240,967,F,0,0,0,0,0,0,12,0,5,1,147,2,19,9,5325,35387,0,0,1,19,0,0,0,0,19,0,0,0,0,15,0,0,0,0,4,60,M,0,Midwest
241,751,M,0,0,0,1,0,0,18,0,3,2,134,3,9,5,14726,20062,0,0,6,7,0,0,0,2,4,1,2,0,2,4,1,2,0,0,5,54,W,0,Midwest
242,848,M,0,0,0,0,0,6,1,0,4,1,8,4,4,4,0,4000,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,S,0,South
243,670,U,0,0,0,0,0,1,3,0,6,3,19,7,7,5,2727,5533,0,0,1,3,0,0,0,0,2,0,1,0,0,2,0,1,0,0,5,9,W,0,Midwest
244,783,F,0,0,0,0,0,0,0,0,0,0,2,1,1,1,128,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,W,0,South
245,867,F,0,0,0,0,0,1,6,1,11,4,22,5,5,5,7929,39796,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,9,S,0,West
246,862,M,0,0,0,0,0,0,0,0,4,0,31,4,5,4,14443,18350,0,0,1,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,13,S,0,East
247,621,M,6,2,4,0,0,3,1,11,1,1,91,2,13,10,42538,45204,1,12,6,9,0,0,0,3,7,0,1,1,3,6,0,1,1,1,9,54,W,0,Midwest
248,831,F,0,0,0,0,0,0,13,0,1,0,35,2,4,4,11625,13625,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,19,S,0,East
249,756,M,0,0,0,0,0,1,1,0,0,0,4,3,3,3,13149,14575,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,W,0,East
250,952,M,0,0,0,0,0,0,8,3,20,0,145,5,23,16,76165,107876,0,0,1,21,0,0,0,0,21,0,0,0,0,19,0,0,0,0,14,60,M,0,West
251,590,F,13,3,9,1,0,0,12,5,0,0,12,1,1,1,6695,9106,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,D,0,South
252,648,M,0,0,0,0,0,0,0,0,2,2,15,3,3,3,1437,2216,1,57,2,2,1,0,0,0,2,1,0,0,0,2,1,0,0,0,3,13,W,0,West
253,968,M,0,0,0,0,0,1,3,0,4,2,167,3,19,5,754,34100,0,0,1,19,0,0,0,0,19,0,0,0,0,18,0,0,0,0,2,58,M,0,West
254,691,M,5,9,4,0,0,0,0,0,4,2,98,1,3,1,6771,10067,0,0,6,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,1,68,W,0,Midwest
255,537,F,2,35,0,1,0,0,0,0,0,0,26,0,1,1,4047,9647,1,564,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,26,D,0,East
256,920,F,0,0,0,0,0,0,0,0,2,0,250,1,8,4,2732,11340,0,0,1,7,0,0,0,0,3,3,1,0,0,3,3,1,0,0,4,165,M,0,West
257,821,M,1,42,0,1,0,0,9,0,1,0,298,5,29,7,7989,8691,1,54,6,19,0,1,0,7,18,1,1,0,7,7,1,0,0,5,7,84,S,0,Midwest
258,695,U,1,11,1,0,0,3,1,1,0,0,19,1,1,1,9026,11045,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19,W,0,West
259,853,M,3,17,2,0,0,1,1,0,2,2,389,0,9,2,244,9272,0,0,6,6,0,1,0,2,5,1,1,0,2,1,0,0,0,1,2,117,S,0,Midwest
260,932,M,0,0,0,0,0,3,3,1,5,2,154,5,22,4,21803,35687,0,0,1,20,0,0,0,0,19,1,0,0,0,11,1,0,0,0,3,69,M,0,West
261,794,U,1,35,1,1,0,0,10,0,5,1,162,1,4,2,282,300,2,46096,6,1,0,0,0,3,1,0,0,0,3,1,0,0,0,2,2,105,S,0,West
262,747,F,0,0,0,0,0,0,9,0,0,0,9,1,1,1,2725,3256,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,W,0,South
263,948,F,0,0,0,0,0,0,0,0,1,1,133,0,17,3,2410,23200,0,0,1,14,0,0,0,0,14,0,0,0,0,5,0,0,0,0,2,70,M,0,West
264,980,F,0,0,0,0,0,1,1,0,9,4,249,9,35,20,14526,111295,0,0,1,30,0,0,0,0,30,0,0,0,0,20,0,0,0,0,8,71,M,0,West
265,913,M,0,0,0,0,0,0,17,0,11,0,131,4,10,4,85,,0,0,3,8,0,1,0,0,8,0,1,0,0,5,0,1,0,0,1,51,M,0,East
266,781,M,2,7,1,0,0,0,13,0,1,0,156,0,21,7,12567,19356,1,20,2,19,1,0,0,0,11,5,2,2,0,6,1,2,1,0,6,75,W,0,Midwest
267,729,F,3,7,3,0,0,2,2,0,3,2,68,1,14,6,9812,16225,2,3559,6,7,0,0,0,7,2,4,0,1,7,5,0,0,0,4,4,55,W,0,West
268,832,U,1,29,0,1,0,0,0,0,6,4,63,1,11,1,150,600,0,0,6,6,0,1,0,2,6,0,1,0,2,5,0,1,0,0,1,44,S,0,East
269,448,F,6,7,1,1,0,0,7,0,2,0,86,0,6,2,297,,5,5859,6,0,1,1,0,4,0,0,2,0,4,0,0,1,0,1,2,66,D,0,West
270,396,M,8,2,8,0,0,1,3,2,0,0,119,0,7,3,4263,4374,3,4263,6,2,0,0,1,4,1,0,0,2,4,0,0,0,0,4,3,71,D,0,Midwest
271,467,F,2,13,2,0,0,1,3,1,0,0,14,3,4,3,6418,6896,1,4184,5,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3,8,D,0,West
272,869,F,0,0,0,0,0,0,0,0,7,5,28,1,2,1,910,1000,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,26,S,0,West
273,753,F,0,0,0,0,0,0,0,0,1,1,35,0,3,3,9074,9215,0,0,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,32,W,0,West
274,952,M,0,0,0,0,0,2,1,0,1,1,145,0,7,4,2676,22963,0,0,1,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,2,104,M,0,Midwest
275,871,F,1,34,1,0,0,1,1,1,1,1,71,1,15,10,11765,,2,147,2,12,2,0,0,0,10,1,1,2,0,11,1,0,0,0,6,47,S,0,South
276,966,M,0,0,0,0,0,0,0,0,7,1,272,2,19,10,9672,56259,0,0,1,16,0,0,0,0,16,0,0,0,0,13,0,0,0,0,3,77,M,0,East
277,707,F,2,16,2,0,0,0,14,0,3,3,92,0,7,2,3308,10738,2,36080,6,4,0,0,2,1,3,0,0,3,1,1,0,0,0,1,2,72,W,0,West
278,916,M,0,0,0,0,0,0,0,0,2,1,21,1,1,1,183,2000,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21,M,0,East
279,891,M,0,0,0,0,0,1,6,0,0,0,6,1,1,1,51,500,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,S,0,West
280,758,F,1,6,1,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,W,1,West
281,793,M,0,0,0,0,0,0,7,1,2,2,31,7,9,3,2497,3183,0,0,1,7,0,0,0,0,6,1,0,0,0,6,1,0,0,0,3,17,S,0,Midwest
282,978,F,0,0,0,0,0,4,1,1,8,4,190,6,26,15,4419,37148,0,0,1,23,0,0,0,0,23,0,0,0,0,20,0,0,0,0,5,62,M,1,Midwest
283,960,F,0,0,0,0,0,2,2,0,3,1,148,0,18,14,12322,24654,0,0,1,16,0,0,0,0,13,3,0,0,0,14,2,0,0,0,10,83,M,0,West
284,762,F,3,11,3,0,0,0,18,0,0,0,93,1,5,2,19996,20750,0,0,1,5,0,0,0,0,3,0,1,1,0,2,0,0,0,0,2,72,W,0,West
285,883,F,0,0,0,0,0,4,2,1,8,2,99,4,19,10,22383,31436,0,0,5,16,0,0,0,1,16,0,0,0,1,12,0,0,0,1,6,43,S,1,Midwest
286,886,F,0,0,0,0,0,0,14,0,3,2,47,4,8,6,450,2283,0,0,1,7,0,0,0,0,6,1,0,0,0,6,0,0,0,0,2,29,S,0,East
287,972,M,0,0,0,0,0,2,2,2,7,5,221,2,31,10,2197,40264,0,0,1,28,0,0,0,0,28,0,0,0,0,16,0,0,0,0,5,83,M,0,Midwest
288,976,F,0,0,0,0,0,3,4,4,27,14,258,8,35,15,49142,90904,0,0,1,32,0,0,0,0,32,0,0,0,0,21,0,0,0,0,7,75,M,0,Midwest
289,435,F,3,3,3,0,0,2,2,3,0,0,46,0,4,2,9714,11529,2,639,6,1,0,0,0,3,1,0,0,0,3,1,0,0,0,3,2,35,D,0,Midwest
290,526,M,0,0,0,0,0,3,3,0,0,0,3,1,1,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,D,0,Midwest
291,888,M,0,0,0,0,0,3,1,1,6,3,60,3,9,6,39509,47686,0,0,1,8,0,0,0,0,8,0,0,0,0,7,0,0,0,0,5,36,S,1,South
292,902,M,0,0,0,0,0,0,0,0,0,0,14,1,1,1,107,500,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,14,S,0,Midwest
293,575,M,3,21,2,0,0,0,0,0,0,0,23,1,1,1,2853,7132,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23,D,0,West
294,909,M,0,0,0,0,0,3,1,2,3,2,77,2,9,5,11554,18833,0,0,1,9,0,0,0,0,8,1,0,0,0,8,0,0,0,0,3,43,S,0,Midwest
295,980,M,0,0,0,0,0,2,2,0,27,20,133,0,24,13,1706,74418,0,0,1,23,0,0,0,0,23,0,0,0,0,16,0,0,0,0,3,78,M,0,South
296,627,F,6,24,5,1,0,2,2,0,2,2,117,1,15,3,4406,,0,0,6,8,0,0,1,5,5,1,2,1,5,3,0,2,1,5,2,65,W,0,West
297,892,F,0,0,0,0,0,0,0,0,7,2,298,0,21,14,26622,45208,1,394,5,18,0,1,1,1,9,5,2,4,1,6,5,1,3,1,10,113,S,0,West
298,398,M,28,1,26,0,0,0,0,0,1,0,71,1,7,2,513,935,3,1305,6,2,0,0,0,5,0,0,1,1,5,0,0,1,0,4,2,40,D,0,East
299,780,M,0,0,0,0,0,0,0,0,4,3,56,0,8,1,0,1000,1,116,2,7,1,0,0,0,3,4,1,0,0,2,4,1,0,0,0,44,W,0,East
300,738,M,0,0,0,0,0,0,0,0,1,0,103,0,5,0,0,0,1,564,2,3,1,0,0,0,1,1,3,0,0,1,0,1,0,0,0,58,W,0,East
301,915,M,1,13,1,0,0,0,0,0,1,1,21,1,1,1,0,400,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,21,M,0,West
302,854,U,0,0,0,0,0,0,0,0,2,0,8,3,3,3,138,5000,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5,S,0,West
303,912,F,0,0,0,0,0,7,1,5,2,1,133,2,11,2,1306,2000,0,0,1,11,0,0,0,0,11,0,0,0,0,8,0,0,0,0,2,66,S,0,East
304,528,F,5,2,4,0,0,0,8,0,1,0,112,0,4,1,3762,3762,2,791,6,1,0,0,1,2,0,0,0,2,2,0,0,1,1,0,1,104,,0,East
305,918,U,0,0,0,0,0,0,0,0,6,0,10,2,2,2,143,2100,0,0,1,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,10,M,0,East
306,968,F,0,0,0,0,0,0,14,0,9,4,293,1,15,8,15490,45255,0,0,1,13,0,0,0,0,12,1,0,0,0,11,0,0,0,0,5,89,M,0,East
307,978,F,0,0,0,0,0,3,1,1,8,0,259,5,26,13,589,34602,0,0,1,25,0,0,0,0,25,0,0,0,0,15,0,0,0,0,4,96,M,0,Midwest
308,961,F,0,0,0,0,0,0,10,0,7,4,82,1,13,8,2898,10484,0,0,1,13,0,0,0,0,12,1,0,0,0,11,0,0,0,0,2,57,M,0,East
